,hash,benchmark,result(z3+''),time(z3+''),result(z3+'sat.local_search=true'),time(z3+'sat.local_search=true'),result(z3+'sat.lookahead_simplify=true'),time(z3+'sat.lookahead_simplify=true'),result(z3+'sat.ddfw_search=true'),time(z3+'sat.ddfw_search=true')
13,008e7716c69009090ff6bd0048dc55f8,SAT_dat.k10.cnf,unknown,1000.0050745890004,unknown,1000.0052844460006,unknown,1000.0067812760244,unknown,1000.0051351899747
14,00a62eb89afbf27e1addf8f5c437da9b,ortholatin-7.cnf,sat,22.493763336000484,unknown,1000.0046941010224,sat,25.790801169001497,unknown,1000.0048954410013
15,00a981f385cd209d41e1efa1f5f29bac,ibm-2004-03-k70.cnf,sat,3.29439339199962,unknown,1000.0048752820004,sat,5.3367631289875135,unknown,1000.0051947989268
16,00aefd1fc30c425075166ca051e57218,barman-pfile10-038.sas.ex.15.cnf,unsat,249.6988345669997,unknown,1000.0075863579988,unknown,1000.0424529919984,unknown,1000.0075255179545
17,00b9b467c26540853360491401da61a5,minand064.cnf,unsat,7.159005199999228,unknown,1000.0046729869792,unsat,4.798188941960689,unknown,1000.0047152499901
18,00be590675417eba2bb2585790ac392d,iso-brn008.shuffled-as.sat05-2933.cnf,sat,0.0107014999994135,sat,0.0114373489923309,sat,0.0107961880275979,sat,0.3483895440585911
19,00d239e486137a4f7264adb4fb57d5ae,hwb-n24-01-S1048418025.shuffled-as.sat03-1617.cnf,unsat,262.111348204,unknown,1000.0043439330184,unsat,700.489784653997,unknown,1000.0041804179782
20,00e289099ea9bcef6a056a8c8ba8a3c0,ndist.b.21497.cnf,sat,79.38259417500012,sat,37.60644651998882,sat,92.55537819099844,unknown,1000.0057321309578
21,00ec2992d59f85705eb8e1f4f1e01b3d,sgen4-sat-280-8.cnf,unknown,1000.0045909010004,unknown,1000.004140762001,unknown,1000.0053413690184,sat,398.7786173019558
22,00f2eb377986e7decbc863931680a3b2,rand_net70-40-10.shuffled.cnf,unsat,660.5402397449998,unknown,1000.0044296899868,unsat,104.4376493570162,unknown,1000.0043179070344
23,00f4aca773e5675f35263dcd46b15bde,vmpc_28.shuffled-as.sat05-1957.cnf,sat,310.47403178199966,sat,402.3974576200126,sat,150.03099047904834,sat,305.2411577759776
24,00f969737ba4338bd233cd3ed249bd55,3col20_5_6.shuffled.cnf,unsat,0.0040921189993241,unknown,1000.004138142016,unsat,0.0044894480379298,unknown,1000.0043725949945
25,0101d013a916d903e8e618d7db1edbb3,phnf-size10-exclusive-equilarge_l3.used-as.sat04-895.sat05-4189.reshuffled-07.cnf,unknown,1000.004663279,unknown,1000.0051407849824,unknown,1000.0052555560252,unknown,1000.0055615050951
26,0107f34364dfff8ab062193b2c71b4de,sp4-33-bin-nons-flat-noid.cnf,unsat,468.4828754680002,unknown,1000.0044838399916,unsat,536.4382054749876,unknown,1000.004455621005
27,010c9d7a6e9e6cac63f110915d9dd56e,3col60_5_9.shuffled.cnf,unsat,0.0082229939998796,unknown,1000.0043669270236,unsat,0.0096419850015081,unknown,1000.0043657909846
28,01135f7a79d555bd0406f00fac22cbe2,SC21_Timetable_C_140_E_29_Cl_10_S_15.cnf,unknown,1000.005519876,unknown,1000.0053582959808,unknown,1000.0055676960036,unknown,1000.0055331570329
29,01209700b6b45ca5fda7fbcb17765db1,slp-synthesis-aes-top27.cnf,sat,528.6313019850004,unknown,1000.00515847301,sat,217.31754878698848,unknown,1000.0056734289974
30,01225987412b6f8423cc68be93385f6e,eqspwtrc16bparrc16.cnf,unknown,1000.004984829,unknown,1000.0045681470074,unknown,1000.0048144499888,unknown,1000.0046079200692
31,01243b47967a3d012ea22e993355c833,f8bidw.cnf,unsat,275.2579635659986,unknown,1000.0055900439912,unsat,330.1573199459817,unknown,1000.0054841709789
32,013a51ccada51812061ed2d6504e23a5,gensys-icl003.shuffled-as.sat05-3824.cnf,unsat,148.83235892300036,unknown,1000.004494517023,unsat,172.6079638430383,unknown,1000.004455807968
33,0141b82b3d2a411d8c2168119e2d7452,rope_0012.shuffled.cnf,unsat,0.0365825839980971,unknown,1000.004109054018,unsat,0.0266469530179165,unknown,1000.0042665930232
34,0151bedac526ee195bc52e4134cd80e7,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,unknown,1000.0056198509992,unknown,1000.005360730982,unknown,1000.0068020849722,unknown,1000.0052526739892
35,0152d286cde406747d179c36a95c2fdc,shift1add.10000.cnf,unsat,10.206601571000649,unknown,1000.0055219130008,unsat,11.139317925961222,unknown,1000.0057752899593
36,01657386753a1369dd286a3fee9062e4,SGI_30_70_28_60_1-log.shuffled-as.sat03-176.cnf,unknown,1000.004826663,unknown,1000.0045183030016,unknown,1000.0050884209924,unknown,1000.0049304240383
37,0167ead7da1e981805564ca981f64bea,aim-200-6_0-yes1-4.cnf.mis-135.debugged.cnf,unknown,1000.004836398999,unknown,1000.004733231006,unknown,1000.0068357309792,unknown,1000.0046546629164
38,017bba0f995e6d9921253e5a59521435,9symml_gr_2pin_w6.shuffled.cnf,sat,0.140570943000057,sat,93.5611178940162,sat,0.1570160660194233,unknown,1000.004649783019
39,01843a0195183ca14246a88bf7bad482,smulo016.cnf,unsat,7.579226101999666,unknown,1000.0044730329828,unsat,7.159168098994996,unknown,1000.0046894659754
40,0191a0bf3412ed407ba669f8d69081ee,mrpp_6x6#18_20.cnf,sat,14.449174605000737,unknown,1000.004678996018,sat,15.20913572399877,unknown,1000.0048309210688
41,01966a0fc52b2200a13f5f835275a919,SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,unknown,1000.0048292760002,unknown,1000.0046010829974,unknown,1000.0056532529998,unknown,1000.004795103916
42,01979ca4966cc363ec3caeebd8d3fc31,connm-ue-csp-sat-n600-d0.04-s1979668539.used-as.sat04-981.cnf,unsat,110.93070822799928,unknown,1000.0042601210008,unsat,89.64306238503195,unknown,1000.0049114139983
43,019dc69c96737c3d62696c9acf3edf1b,T107.2.0.cnf,unknown,27.38293092100139,unknown,6.533759854006348,unknown,29.086932868987788,unknown,6.858624999993481
44,01a74343f618546e9ad2a60849140317,crafted_n12_d6_c3_num26.cnf,unknown,1000.0064202320028,unknown,1000.006714911986,unknown,1000.0123969229752,unknown,1000.0069118590327
45,01af042093bf36119811b6e658e7a231,ecgrid6x155_shuffled.cnf,unknown,1000.0062595470008,unknown,1000.0042915020022,unknown,1000.0059468360269,unknown,1000.0044551410247
46,01bc4d75a43a8293132d0be627341207,E04F19.cnf,sat,105.00070535299892,unknown,1000.0047347400103,sat,50.16233255201951,sat,115.25885289697908
47,01bd0865ab694bc71d80b7d285d5777d,shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,unsat,152.02937804700196,unknown,1000.0060811110015,unsat,377.4016345080454,unknown,1000.0062596909702
48,01d142c43f3ce9a8c5ef7a1ecdbb6cba,urquhart3_25bis.shuffled.cnf,unsat,24.069681503999163,unknown,1000.0041764600028,unsat,14.746311430993956,unknown,1000.0044874490704
49,01d494c2afa4960a236bf8412e2bd08a,manol-pipe-c10id_s.cnf,unsat,12.562618486997962,unknown,1000.0053064440144,unsat,5.2792769389925525,unknown,1000.0052178400801
50,01dd5feb463fa80f73809718f6ff735b,10pipe_q0_k.cnf,unknown,1000.0057261139992,unknown,1000.0058929460064,unknown,1000.0056401619804,unknown,1000.0056290540379
51,0205e0724a8a912dde9ad7dfba2aee0b,003-23-80.cnf,unknown,1000.0060126390016,unknown,1000.0048166240158,sat,603.1104376129806,unknown,1000.0051813480677
52,02066c116dbacc40ec5cca2067db26c0,mrpp_4x4#12_12.cnf,unsat,25.83643321300042,unknown,1000.0041304379992,unsat,30.260890253004614,unknown,1000.004355289042
53,021331d523ad3092616ff99cf0c6c355,arcfour_initialPermutation_6_14.cnf,unsat,237.2394179790026,unknown,1000.0054231940012,unsat,266.26456511195283,unknown,1000.0054903000128
54,021686368317a35103f1f671f783d958,velev-npe-1.0-9dlx-b71.cnf,unknown,1000.0210972290006,unknown,9.17970760600292,unknown,21.14839047199348,unknown,8.42731499299407
55,0216f9d35f2b695b904fffb312e3e611,cms-scheel-md5-families-r24-c11-p1-4-6-9-10-11-13-15-17-18-19.cnf,sat,2.675367355997878,unknown,1000.005457385996,sat,14.18111098895315,unknown,1000.0054344080854
56,02197ec055ea06c347bf1c6ceb6facf7,slp-synthesis-aes-bottom24.cnf,unknown,1000.005088217,unknown,1000.0048520260024,unknown,1000.0069630790384,unknown,1000.0054161259905
57,02223564bd2f5c20768e63cf28c785e3,mp1-squ_ali_s10x10_c39_abio_SAT.cnf,sat,110.1257799010018,unknown,1000.0044401400082,sat,394.0371505710064,sat,9.740005054045469
58,02257f12aa71e6622d2bf4d0f7111ebf,sgen1-unsat-139-100.cnf.mis-105.debugged.cnf,unknown,1000.005307708001,unknown,1000.0046395719984,unknown,1000.0095682060346,unknown,1000.0046347900061
59,0227c865edaeda75e13eea36d57b7eed,sdiv40prop.cnf,unknown,1000.0044005329984,unknown,1000.0048103739972,unknown,1000.0051557330298,unknown,1000.004700073041
60,022b841952d37f0d6a0d050c9b4b0071,goldb-heqc-i8mul.cnf,unsat,291.73721021200254,unknown,1000.0045391659952,unsat,358.12503800500417,unknown,1000.005275625037
61,022dc7e9935f3570c088db58bd84b2c6,mrpp_6x6#12_8.cnf,unsat,0.0193550849980965,unknown,1000.0044399710024,unsat,0.0205014460370875,unknown,1000.0044082349632
62,02404a08ea36dd43362bbddc578c839d,ctl_4201_555_unsat.cnf,unknown,1000.0045419069976,unknown,1000.0047981410172,unknown,1000.0051965939928,unknown,1000.0049578940962
63,0240f5bddc39ad2f0a786c811fc434a8,SC21_Timetable_C_542_E_71_Cl_36_S_35.cnf,unknown,1000.0073886459976,unknown,1000.0061709540024,unknown,1000.0278666399536,unknown,1000.0069426579867
64,0241f35c5752768d2b0580533d143a14,53-131587.cnf,unknown,1000.0053550799968,unknown,1000.0048347339908,unknown,1000.0070117019932,unknown,1000.0052279239753
65,024af9416f8c1dad1b4f974757e38d51,8-5-6.cnf,unknown,1000.006511716998,unknown,1000.0053150980092,unknown,1000.0051587180352,unknown,1000.0055737399962
66,0261b44c278c36459061c368aa00575a,EDP3-12000.cnf,unknown,1000.0087966309948,unknown,1000.0053947059788,sat,804.8835721819778,unknown,1000.0056313280948
67,02627689047d06fbb642eef14768d751,ps_200_300_70.cnf,unsat,607.1504387210007,unknown,1000.0055011020158,unknown,1000.0067233300068,unknown,1000.0057716279989
68,0278eee117c3821771e2d18d710a89ad,equilarge_l5.sat05-522.reshuffled-07.cnf,unknown,1000.0046549269972,unknown,1000.0043688559964,unknown,1000.006853435014,unknown,1000.0044867378892
69,028d0cc7af63e9bba5795f20e24db4f6,pyhala-braun-sat-35-4-04.shuffled.cnf,sat,11.39220364499488,unknown,1000.004134390998,sat,11.371098695963155,unknown,1000.0057490899926
70,0294158664d9ada36bd23fbb652cb823,smtlib-qfbv-aigs-countbits128-tseitin.cnf,unknown,1000.0064424270022,unknown,1000.0044820879992,unknown,1000.00501828501,unknown,1000.008380030049
71,0297c2a35f116ffd5382aea5b421e6df,Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,unsat,7.426183420997404,unknown,1000.0040587100084,unsat,10.908964632020798,unknown,1000.0044073070167
72,02b69d0e5c2b68d5c3d650164b6c277d,Q3inK08.cnf,sat,0.0054991760043776,sat,0.0078418439952656,sat,0.0067443000152707,sat,0.04418124398216605
73,02bc149bbe801807912f651c7bad3e74,dead-dnd008.shuffled-as.sat05-3114.cnf,unknown,1000.0042221529948,unknown,1000.00387697501,unknown,1000.0052160969936,unknown,1000.0049826740287
74,02c3f1d24074cba45a64d0b4b5aa0238,g2-hwmcc15deep-bobpcihm-k32.cnf,unknown,1000.0073054660024,unknown,1000.0054857700017,unknown,1000.0068152199964,unknown,1000.0054133520462
75,02c6fe8483e4f4474b7ac9731772535d,ncc_none_7047_6_3_3_0_0_420.cnf,unsat,631.2025418260018,unknown,1000.0092808649932,unknown,1000.060435965017,unknown,1000.0100248300005
76,02cfa5a71b5c89a1b10b5f5a5221ed05,clauses-8.cnf,sat,276.01352511499863,unknown,1000.0072336489976,unknown,1000.0089864420006,unknown,1000.007267924957
77,02d8847ee38504792705d794eb93e9a7,traffic_b_unsat.cnf,unsat,299.9994037169963,unknown,1000.0052217649936,unsat,335.1863580720383,unknown,1000.0053538240027
78,02eef920cd1aab9ef3492fe27bf515c4,php-025-024.shuffled-as.sat05-1191.cnf,unknown,1000.006376354002,unknown,1000.004163178004,unknown,1000.0058783470304,unknown,1000.0045117919799
79,02f2343e32f9070f149708d77556b4aa,Kakuro-easy-117-ext.xml.hg_5.cnf,unknown,32.18977425299818,unknown,13.48104153200984,unknown,20.358640264021236,unknown,13.866672398988158
80,03041657b7177746724b819433c83b20,blocks-4-ipc5-h21-unknown.cnf,unsat,7.069827649000217,unknown,1000.0055370199844,unsat,450.7607958989684,unknown,1000.0070423090365
81,0309ea422084568c2b4df13b32094380,rbsat-v945c61409gyes1.cnf,unknown,1000.0047092430032,sat,43.906497949006734,unknown,1000.0046475440032,sat,68.63384905201383
82,031757c0a6797eddf3e84bcefbbdb753,b2005-p2-14x14c17h9-Ser4-0.cnf,unknown,30.501637886001845,unknown,10.89230499599944,unknown,17.900651287985966,unknown,11.242868015076965
83,031c99d72be38eedacc8b402784e9821,partial-10-17-u.cnf,unknown,1000.005548672998,unknown,1000.0053303700116,unknown,1000.0060544089648,unknown,1000.0142992279725
84,033560dbd1b4d3545b4b40ef90aaaa29,total-5-15-u.cnf,unknown,1000.0051558250052,unknown,1000.0055537830048,unknown,1000.0050610709586,unknown,1000.005632081069
85,0336f81b60baac5b8f481dd3c32861a5,mod4block_2vars_10gates_u2_autoenc-sc2009.cnf,sat,17.767508539996925,unknown,1000.0046789479966,sat,122.9514573859633,unknown,1000.0050722409505
86,033743e540b7f6e2114a3e6981558795,li-test4-97.shuffled-as.sat03-375.cnf,unknown,1000.0054191109956,unknown,1000.0048860679964,unknown,1000.0090333769912,unknown,1000.0047861799831
87,033d611722714d5206cc0184479e92e2,urqh2x5.shuffled-as.sat03-1473.cnf,unsat,9.403007188993795,unknown,1000.0041216579848,unsat,13.25891590100946,unknown,1000.0044855859596
88,033f38da07bdbbad4763eaf1fe97ce37,AProVE07-27.cnf,unsat,523.4624790679954,unknown,1000.0045955929965,unsat,366.9564367560088,unknown,1000.0044057420455
89,035c200bbf0a783e4ec9656cfa9b2f68,vmpc_34.shuffled-as.sat05-1958-sc2005.cnf,unknown,1000.004786380996,unknown,1000.0043721830008,sat,210.99719046696555,sat,300.553166556987
90,036b541db9d0839b0591d408ff4f77ae,aes_decry_2_rounds.debugged.cnf,unknown,1000.0055238999994,unknown,1000.0055993360002,unknown,1000.0053850740078,unknown,1000.0059174220078
91,0379936c75c225f1a9a113762b019da6,AProVE09-17.cnf,sat,2.303401965997182,unknown,1000.0044905630056,sat,6.9092107359902,unknown,1000.0051647600485
92,037c423f56548082b1935e88c48ffdda,3col120_5_2.shuffled.cnf,sat,0.1208859799953643,sat,0.3375845720001962,sat,0.1764734460157342,unknown,1000.0043427950004
93,037d21e060a2e3eab8b080aa84ceee75,mm-1x10-10-10-sb.1.shuffled-as.sat03-1489.cnf,sat,45.48654585299664,unknown,1000.0045717619942,sat,47.3580205339822,sat,722.1851662889821
94,0398e6b20de133ba8b49c74b67dad7b7,6s133-sc2014.cnf,unknown,1000.0048274609944,unknown,1000.0048486430024,unknown,1000.0063052019686,unknown,1000.0051994959358
95,039b45f4a3979c9176b115bb8e88342f,genurq8Sat.shuffled-as.sat03-1514.cnf,sat,0.0959021570015465,sat,0.0054874670167919,sat,0.3399029779830016,sat,0.008496260037645698
96,03a1a18521814692f56a8ecbea0031d4,ablmulub2x32o-sc2016.cnf,unsat,342.4521587039999,unknown,1000.0039486899914,unsat,324.5101677189814,unknown,1000.0042725879466
97,03a1ada3e778fcec8a7ee0c9e685d4be,connm-ue-csp-sat-n1200-d-0.02-s1528687777.used-as.sat04-953.cnf,unknown,1000.0048322799994,unknown,1000.00432755801,unknown,1000.0048396280037,unknown,1000.0043925431091
98,03a43a7ea55217f53542ed3f029963af,satch2ways16w.cnf,unknown,1000.0053598840022,unknown,1000.0047864789958,unknown,1000.0052052869578,unknown,1000.0046569670085
99,03b75ba4f3a1bdcc58c89e6846eecaab,x2_128.shuffled-as.sat03-1598.cnf,unknown,1000.0053488000048,unknown,1000.0041021560028,unknown,1000.0063320429764,unknown,1000.0042973080417
100,03ba29d5cb38d345357a74a7b5ccd759,20-100-lambda100-49_sat.cnf,sat,274.0773804199998,unknown,1000.0046423599996,sat,118.7850546070258,unknown,1000.0050151919713
101,03bb7baaa45980753a0e7050ae44755d,atco_enc3_opt1_03_53.cnf,sat,186.16267824499664,unknown,1000.0066838159984,sat,812.7052782080136,unknown,1000.0104161179624
102,03c44a93577c98119dc498053888937a,ctl_4291_567_1_unsat_pre.cnf,unknown,1000.0046581709976,unknown,1000.0050593409978,unknown,1000.0043970930274,unknown,1000.0048969018972
103,03c5fef8cb8957ecf687548c8d504d10,SGI_30_80_21_90_2-log.shuffled-as.sat03-198.cnf,unknown,1000.0050624139984,unknown,1000.0045201829926,unknown,1000.005292998976,unknown,1000.0044338990701
104,03c8a9ffce923a8cb3452f18d371eacf,rook-55-0-1.cnf,unknown,1000.0062002560009,unknown,1000.004791386018,unknown,1000.005077689013,unknown,1000.0055630400311
105,03cb9868146a1c420ba8e3b1b08865b8,3col300_5_2.shuffled.cnf,sat,28.40698061999865,sat,40.05613151899888,sat,33.029921950015705,unknown,1000.0042735231109
106,03d1d6df36fdec5be7b60e6f0cd382f7,3col280_5_8.shuffled.cnf,sat,34.98407260700333,sat,0.2124768339854199,sat,11.449732806999236,unknown,1000.0042575239204
107,03d8064f3be30daecf2ffe4c54361e61,edges-025-4-7932777-1-00.cnf,unknown,1000.0050787769942,unknown,1000.0042157629796,unknown,1000.00446293602,unknown,1000.0045962550212
108,03d93f5c0378205e17260e16e463ac67,TimetableCNFEncoding_5_UNKNOWN-sc2018.cnf,unknown,1000.0064881600048,unknown,1000.005604261998,unknown,1000.007007302018,unknown,1000.0057060580002
109,03de316ba1e90305471a3b8620cb9cd7,satsgi-n23himBHm26-p0-q248.cnf,sat,0.1315541029980522,sat,0.0117232310003601,sat,0.0083655619528144,sat,0.011839263024739921
110,03f25e67e52baf9fb1e782026d46c8a8,rope_0003.shuffled.cnf,unsat,0.009657000999141,unknown,1000.0040811179788,unsat,0.00891167903319,unknown,1000.0042763040401
111,03fb9af7b390fe9e0739150ca3410cf0,4g_5color_166_100_02.cnf,unknown,37.75235611300013,unknown,17.682825181022054,unknown,18.48733880498912,unknown,18.631740120006725
112,04071576275e4113b60c21601b364345,marg2x5.shuffled-as.sat03-1443.cnf,unsat,0.022544473002199,unknown,1000.0043711100006,unsat,0.0230881199822761,unknown,1000.00420489104
113,04121f3fbe313b7046c9f54ac1e26c75,mod3block_2vars_9gates_u2_autoenc.cnf,unknown,1000.0047515170008,unknown,1000.004823544994,unknown,1000.0055769099854,unknown,1000.0045908220345
114,0412f6f3174dfc4c27ad0b61280cd739,SGI_30_40_30_20_2-dir.shuffled-as.sat05-442.cnf,unknown,1000.0049604899978,unknown,1000.00442858701,unknown,1000.0047960230148,unknown,1000.004557367065
115,04157f716c1e9606c6a530657bf8f957,Kakuro-easy-125-ext.xml.hg_4.cnf,unknown,37.62643720499909,unknown,13.57678423001198,unknown,21.947121117962524,unknown,14.35509574203752
116,0415acae197134f9d1cd7bea5ac3f2fd,jgiraldezlevy.2200.9086.08.40.136.cnf,sat,101.02756238000438,unknown,1000.0042642340122,sat,833.9540991200483,unknown,1000.0045056570088
117,041699620802b7ed905f93976ae60bef,longmult9.cnf,unsat,5.27827240699844,unknown,1000.0042929509946,unsat,3.5943865870358422,unknown,1000.0043273860356
118,041ef0a56340a623c38e6b9012933624,shuffling-2-s554396412-of-bench-sat04-318.used-as.sat04-598.cnf,unknown,1000.0046637300038,unknown,1000.005124845018,unknown,1000.0048256459996,unknown,1000.0043643770041
119,0421d8c1dec913b76dc72d781a864a80,dead-dnd006.shuffled-as.sat05-3112.cnf,unknown,1000.004987129003,unknown,1000.004397622979,unknown,1000.0042079279664,unknown,1000.0078540799441
120,04283728b84c4b0ff6cb44ca4bc4ab65,new-difficult-28-302-26-75.cnf,unknown,1000.005201658998,unknown,1000.0043147879768,unknown,1000.0048794469913,sat,58.48702887597028
121,042846b7b23a617ad1730e9eb2dbdceb,ctl_4291_567_9_unsat_pre.cnf,unsat,974.1800218450009,unknown,1000.0046110529802,unknown,1000.0047900140052,unknown,1000.0056107580895
122,04327b18171b43ff06586707499b97fc,hypercube4.shuffled-as.sat03-1434.cnf,unsat,0.1014842369986581,unknown,1000.0041988170124,unsat,0.0343075360287912,unknown,1000.0044778529555
123,043f806db615f7a138d4beffe3367c1a,frb45-21-1.used-as.sat04-883.cnf,unknown,1000.004517527006,sat,4.0170805850066245,unknown,1000.0047864590306,sat,44.14616434101481
124,04411a580ede5fd258d84ce872b5f53b,EDP3-50000.cnf,unknown,1000.0067800990072,unknown,1000.006600769004,unknown,1000.0090634170338,unknown,1000.0067056759726
125,0445a4d6be24882bac0988a055e7f379,unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07-sc2007.cnf,unknown,1000.0085103120072,unknown,1000.0041637889808,unknown,1000.0058375670342,unknown,1000.0046544750221
126,0447371bb8a97e8fe5d3cee6de1db766,UTI-20-10p0-sc2009.cnf,unknown,1000.0049754389912,unknown,1000.0052068950026,unknown,1000.0164597060066,unknown,1000.0060291580157
127,044d27388c142e8e47812d9518e01b2f,shuffling-2-s2123257475-of-bench-sat04-327.used-as.sat04-589.cnf,unsat,133.75578314700397,unknown,1000.004705777974,unsat,70.63612264703261,unknown,1000.0045048430329
128,044eced3d5aac22e0f34ad02071132f7,Q32inK10.cnf,unsat,266.5753268450062,unknown,1000.0045509129995,unsat,221.5500769480132,unknown,1000.0050929329591
129,04557a22f623dcbae86173fced057c99,baseballcover14with25.cnf,unknown,1000.0067797439988,unknown,1000.0070864449954,unknown,1000.0074024759816,unknown,1000.0082213330315
130,045613366353b062992e68937ca53edf,mrpp_6x6#14_12.cnf,sat,1.479411110994988,unknown,1000.0046799849952,sat,1.4357655339990745,unknown,1000.0045615240233
131,0458851a021830f297e5dc3418ece838,g2-T96.1.1.cnf,unknown,18.448796854994725,unknown,8.085759957961272,unknown,8.38048648298718,unknown,8.245489613967948
132,0462a0427297f8979588174b502bd044,mod2c-rand3bip-sat-230-1.shuffled-as.sat05-2503.cnf,unknown,1000.004777189999,unknown,1000.0041058500065,unknown,1000.006043889036,unknown,1000.005231318064
133,0463b72200ae80c02835c027d3606c4e,battleship-13-25-sat.cnf,unknown,1000.0052702440008,sat,16.43919670197647,unknown,1000.0045172139652,sat,0.009199281921610236
134,04674c7c9520c7edc0426b820f837726,hwb-n30-01-S682466202.shuffled-as.sat03-1632.cnf,unknown,1000.0046074450074,unknown,1000.0041860819912,unknown,1000.005213005992,unknown,1000.00411527697
135,047c92e7c0a36a23d8107f4313517719,rubikcube701-sc2017.cnf,unknown,1000.005372761996,unknown,1000.0047012009892,unknown,1000.0048636730062,unknown,1000.0047942280071
136,048a70da40ea4908c783b8314be2da97,aes_32_2_keyfind_1.cnf,unknown,1000.0050060399954,unknown,1000.0048461430124,sat,955.518649731006,unknown,1000.0046258090297
137,0491901f00c8663e5b49a0dbbf96412f,rbsat-v945c61409g4.cnf,sat,1.935793572993134,sat,5.410212534014136,sat,578.8179268499953,unknown,1000.004767361912
138,04935c7718d4ada8516e0d99c46df41b,g2-newton.8.3.i.smt2-cvc4.cnf,sat,9.782811565004522,unknown,1000.0058570349938,sat,749.5385367860436,unknown,1000.0063149860362
139,04b2a7f442ed1b15439d0678ce902d6f,f2clk_40.shuffled.cnf,unsat,38.71823584400408,unknown,1000.004923910019,unsat,29.917578777996823,unknown,1000.0049964769278
140,04d28cb98f3362dfcd4ab74d4bb82de3,ex065_24.cnf,unknown,1000.0058441810106,unknown,1000.0053568159929,unknown,1000.0104170539998,unknown,1000.0057765670354
141,04d2cca932a87b98ebfc7bbd0fe6ed5d,safe009_pso.oepc_true-unreach-call.i-cbmc-u2.cnf,unsat,2.12102116200549,unknown,1000.0049853170058,unsat,4.702852950023953,unknown,1000.0055305630667
142,04dd37bd8e319df958e1e091ec60de5b,gensys-icl003.shuffled-as.sat05-2715.cnf,unsat,20.80036308900162,unknown,1000.0044763070182,unsat,25.995665826951157,unknown,1000.0045272529824
143,04e219c640ed59dc68ea2d50493de5b5,mp1-Nb5T15.cnf,sat,13.845961159997389,unknown,1000.0041482439848,sat,611.9901639700402,unknown,1000.004748580046
144,04e50bc7a121716e396dc538ab24490e,5col120_15_5.shuffled.cnf,unsat,267.7542527279875,unknown,1000.0043128170072,unsat,336.37965649098624,unknown,1000.0044206039747
