hash,benchmark,result(z3+''),time(z3+''),result(z3+'sat.local_search=true'),time(z3+'sat.local_search=true'),result(z3+'sat.lookahead_simplify=true'),time(z3+'sat.lookahead_simplify=true'),result(z3+'sat.ddfw_search=true'),time(z3+'sat.ddfw_search=true')
07682e22f82f9257d44b45777ac06168,lksat-n900-m3357-k3-l5-s241765501.used-as.sat04-936.cnf,sat,1.2514984579902375,sat,0.2570908570196479,sat,0.1496430030092597,unknown,1000.0046810139902
076d4d6f83306ee69c35e3c99e30d8f8,x2_16.shuffled.cnf,unsat,0.081401799005107,unknown,1000.0042840929818,unsat,0.02160504902713,unknown,1000.0043144710362
076fba8945d3a54a06f326474477077d,mrpp_6x6#12_9.cnf,sat,0.4262478089949582,unknown,1000.0045323629748,sat,0.2865887879743241,unknown,1000.0046174461022
0779cddacfa34241cdf579cb2370ab8e,instance_n8_i9_pp_ci_ce.cnf,unknown,1000.0063878729998,unknown,1000.0044737980352,unknown,1000.00551979203,unknown,1000.0050575779752
0779ed19ae69bf464cce003d1a573246,008.cnf,sat,137.87619402400742,unknown,1000.0045754789608,sat,356.2896125309635,unknown,1000.0051494259388
07851afab30a10e44c8c3a2ae7806177,connm-ue-csp-sat-n1200-d0.00-s1415961664.shuffled-as.sat05-529.cnf,unknown,1000.0050345049968,unknown,1000.0043081039912,unknown,1000.0048414889608,unknown,1000.0045301620848
079b400eede86df1f1ffd6a3c303278b,hypercube5.shuffled-as.sat03-1435.cnf,unknown,1000.0046486030042,unknown,1000.0040421659942,unknown,1000.0052963159978,unknown,1000.0044635870728
079fec8d04a6ee936227ea90ea0903bf,tseitingrid6x175_shuffled.cnf,unknown,1000.0095730259928,unknown,1000.0044259759596,unknown,1000.00936547108,unknown,1000.0043450909434
07b476c83150d3cb7e08f5d045e255ab,marg5x5.shuffled-as.sat03-1455.cnf,unknown,1000.0065918319888,unknown,1000.0040886839852,unknown,1000.0049019160216,unknown,1000.0046987279784
07bbbb292324c8d8baeb232e144349fa,rand_net40-60-1.shuffled.cnf,unsat,0.4325353070016717,unknown,1000.0047750610393,unsat,0.6515079130185768,unknown,1000.004373659962
07c3cce524e2b85d8315ac4397ef08c4,puzzle47_sat.cnf,unknown,1000.0057744820078,unknown,1000.0048514939843,unknown,1000.00739020505,unknown,1000.0073142129696
07c50b89d97a55b6e1629999a445a2ba,ctl_4201_555_unsat_pre.cnf,unknown,1000.0062159200024,unknown,1000.0046218450298,unknown,1000.0049254989716,unknown,1000.0053373109548
07cb45c60089b9008bf3118591a99bf9,hidden-k3-s0-r5-n700-03-S1609878926.shuffled-as.sat05-487.cnf,unknown,1000.0049340910044,unknown,1000.0042702190112,unknown,1000.0047592970076,unknown,1000.00447741698
07d20a83feca9295e862a7d583da5971,UTI-20-10t1.cnf,sat,5.166192545002559,unknown,1000.0049929509988,sat,20.186348883085884,sat,627.0651031419402
07e851c74295f7ddf472820c0f0164e8,x2_72.shuffled-as.sat03-1604.cnf,unknown,1000.0069276319992,unknown,1000.004096610006,unknown,1000.0052785440348,unknown,1000.0042435850482
07f5f3ca046261c3819c5c888ac837e5,mod2c-rand3bip-unsat-105-3.shuffled-as.sat05-2325.cnf,unsat,4.424607581007876,unknown,1000.0041424049996,unsat,10.813403922016732,unknown,1000.0043866368942
08063f5baf6655656a300c946aaaca60,gt-ordering-unsat-gt-045.sat05-1310.reshuffled-07.cnf,unknown,1000.005669405,unknown,1000.0046297520166,unknown,1000.0061082119356,unknown,1000.0050594880012
080896c437245ac25eb6d3ad6df12c4f,bv-term-small-rw_1492.smt2.cnf,unknown,1000.006294273,unknown,1000.0047825209912,unknown,1000.0057462379336,unknown,1000.0049930689856
0810eb03d022334fdd1d5a6ad4969d47,gss-18-s100.cnf,sat,230.38701751999903,unknown,1000.0046248720028,sat,37.892634736024775,unknown,1000.0049842810258
08300e286c3380f7e7291ca6a534c97b,comb3.shuffled.cnf,unsat,19.57160529900284,unknown,1000.004294504004,unsat,13.136652630986646,unknown,1000.0044530810555
083030713683d8ab8e1d54372f241863,Kakuro-easy-089-ext.xml.hg_4.cnf,unknown,59.739405814994825,unknown,11.553645406966098,unknown,36.768065526965074,unknown,10.788353138952516
0831000a5a9727aa5fa3332df10cdb57,edn_20403_12.cnf_0.08000000.unsat.cnf,unsat,0.3626476290082792,unknown,1000.0048320710192,unsat,0.163597407983616,unknown,1000.0053604519926
0842eb01dc00232edc0b26ccb2f19f25,6-4-6-sc2018.cnf,unknown,1000.005790657,unknown,1000.004329323012,unknown,1000.0047694409732,unknown,1000.0047633380163
08469bbccc41da0c124d69c61ce7dc58,barman-pfile07-027.sas.cr.37.cnf,unsat,444.89504761800345,unknown,1000.0058619469636,unknown,1000.0068344100146,unknown,1000.0063722679624
084f6e6da7f9c5125d6f28a044b6225c,ccp-s8-facto3.cnf,unknown,1000.0059782099996,unknown,1000.004744684964,unknown,1000.0062335300026,unknown,1000.0045326799154
0850db65220080c130d2f54005f9e2b3,dspam_dump_vc972.cnf,unsat,3.4307040519925067,unknown,1000.0051846069982,unsat,3.074074137024581,unknown,1000.0058530120878
08530caa5c9232f2ffc5163cf79b38e7,satcoin-genesis-SAT-64.cnf,sat,102.052212235998,unknown,1000.0055441089788,sat,96.98087055399084,unknown,1000.0063570369966
0855033e761d91ae367e867c5a569f9e,atco_enc1_opt2_10_15.cnf,unsat,220.491928315998,unknown,1000.004669026006,unsat,278.4738442399539,unknown,1000.0048542720032
085792654d945c1de700245916f2c7f6,tseitingrid5x185_shuffled.cnf,unknown,1000.0066291149996,unknown,1000.0042540680151,unknown,1000.0089936269214,unknown,1000.0049404860474
0876c518e5653369e20fb1ee0bb8db40,mp1-klieber2017s-0500-023-t12.cnf,sat,232.9054072620056,unknown,1000.0045694400324,sat,274.7392674069852,unknown,1000.0059641139816
088ffd086f2d5e55553d5e79aa30aaf5,4col280_9_9.shuffled.cnf,unknown,1000.00518285601,unknown,1000.0042759479838,unknown,1000.005149352015,unknown,1000.0044948490104
089456508f74be2d96f4112cc495f80a,Eternity-10-06_c18.cnf,sat,331.9574588090036,unknown,1000.0044356000144,sat,988.2544818610186,unknown,1000.0052413829836
08a25022c4136f2ceb36db62ce3503bb,c6bi_i.cnf,unsat,33.417237475005095,unknown,1000.0049285200076,unsat,34.5561173009919,unknown,1000.0058631609428
08a68ba9d062c0856f1bc9cce7907b11,sgi-difficult4.cnf,sat,0.0405786539922701,sat,0.0116792969638481,sat,0.0099587029544636,sat,0.0128427930176258
08abbb56b2345b2da7af8866a4e8ad44,size_4_5_5_i037_w31_r9.cnf,unknown,1000.0046046630014,unknown,1000.003994097002,unknown,1000.0047576429788,unknown,1000.0042498420224
08acbb7417346eb7dc0c860817be0cc3,MD5-28-3.cnf,unknown,1000.007612068992,unknown,1000.0043276729994,unknown,1000.0062076459872,unknown,1000.0047527779824
08b6f45c900d30fb65462a65df69e214,transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,unknown,1000.006622208006,unknown,1000.0063858769718,unknown,1000.0061876700491,unknown,1000.0066911340692
08be288536c3178e6874a5676493923c,g2-hwmcc15deep-bob12s02-k16.cnf,unknown,1000.0079191480036,unknown,1000.005476180988,unknown,1000.0065814850386,unknown,1000.005368403974
08c21a3bc091abcb67b883061e2381c9,mm-2x3-8-8-sb.1.shuffled-as.sat03-1504.cnf,unknown,1000.0049075620044,unknown,1000.0050337109716,unknown,1000.0054123980226,unknown,1000.0053448510588
08cb0cf252b65c30c7c55218825c6ca0,hsat_vc12072.cnf,unsat,2.8707925700000487,unknown,1000.004934784025,unsat,23.651408835081384,unknown,1000.0055314910132
08cf53ca00dce11f5bfc02121c9bcd33,GreenTao_2-3-5_528.cnf,unsat,337.3503480579966,unknown,1000.004336536047,unsat,280.8778818299761,unknown,1000.0046205390244
08e151e72fe10402a49463171aa557e8,abw-V-nos6.mtx-w220.cnf,unknown,942.9392333400028,unknown,1000.0093257959816,unknown,1000.0112266180804,unknown,1000.0089423570316
08e1c46acda38a12fa3229f9f224425d,Haystacks-ext-12_c18.cnf,unknown,1000.0057924199936,unknown,1000.0043429129872,unknown,1000.0055715349736,unknown,1000.0047384710052
08e8e08679a3c2ccb537d682165cb351,by-X-2-7-100.cnf,unknown,1000.005507121008,unknown,1000.005663316988,unknown,1000.0062258699908,unknown,1000.0059879469918
08eeb55c898dc6bedc915ed191dab009,total-10-11-u.cnf,unsat,34.48440704999666,unknown,1000.0051198739676,unsat,74.58270764595363,unknown,1000.0059005300282
08f2462515d5c1ffd0881dd5801f54bd,SGI_30_70_28_60_5-dir.shuffled-as.sat03-177.cnf,unknown,1000.0047997259971,unknown,1000.0044233590016,unknown,1000.005496313097,unknown,1000.005162514979
08fd5d81bf1af056edf0f4d1778f0834,AProVE09-03.cnf,sat,0.586630966005032,unknown,1000.0047073459718,sat,0.6312175249913707,sat,33.55281443998683
0900255c001ced2b14a6cadc0403967e,mrpp_8x8#24_14.cnf,sat,65.49747491300514,unknown,1000.005130628997,sat,36.00918165198527,unknown,1000.0049083438936
090f37bba39891c7cf3bed2ace26ca92,rbsat-v945c61409gyes2.cnf,sat,30.49885049999284,sat,39.37509794201469,unknown,1000.0046166590182,sat,5.792541121947579
0928111a3d5d5ce05dffb83cb5982eba,Steiner-9-5-bce.cnf,unsat,0.0048549500061199,unknown,1000.0041484449756,unsat,0.0054042669944465,unknown,1000.0042776271002
0949ba00fc83c074bb2db981a543756f,blocks-blocks-36-0.160-NOTKNOWN.cnf,unknown,1000.0113272529998,unknown,1000.008760324039,unknown,1000.0069608959602,unknown,1000.0082641739864
0951acc41424bb9c0847f6077acf20c4,eqbpdtlf18sparcl18.cnf,unknown,1000.0050351559912,unknown,1000.0042845260468,unknown,1000.005252663046,unknown,1000.0044494130416
095c4cfbf18326c010e9e5d8ae652970,fdmus_b15_296.cnf,unsat,0.7275567470060196,unknown,1000.0043748699828,unsat,0.5824830719502643,unknown,1000.0044819279574
095e78b37897df838f5137b24aa59ed6,marg3x5.shuffled-as.sat03-1452.cnf,unsat,13.783897682995304,unknown,1000.0041512689786,unsat,17.15144897508435,unknown,1000.0045781980734
09637d3bd641b4d733666a862e8918ea,mrpp_8x8#20_14.cnf,sat,17.028902931022458,unknown,1000.0045636189752,sat,46.68189560703468,unknown,1000.0051622160244
096e485489025895cdc59887baafa08b,test_v7_r17_vr5_c1_s25451.smt2-cvc4.cnf,unknown,1000.006148636021,unknown,1000.00637774996,unknown,1000.0082240180344,unknown,1000.0064955869456
096f0ffbc2aa6f0e1fc7876a99e99bc5,phnf-size10-exclusive-equilarge_l2.used-as.sat04-894.sat05-4188.reshuffled-07.cnf,unknown,1000.005046946986,unknown,1000.0057867440046,unknown,1000.0060068169842,unknown,1000.0059329150243
0973e4a7d566ff12e7316cf0304ac1f4,genurq25Sat.shuffled-as.sat03-1507.cnf,sat,45.578297479019966,sat,0.0439705459866672,sat,92.44750652601942,sat,0.1303399950265884
0995a4bc27c94bca1d53bf83de369fd0,T93.2.0.cnf,unknown,36.487084984983085,unknown,6.670165149029344,unknown,29.21758123394102,unknown,6.90877715498209
09991a55c8e3c8ec7966a0105a76d6e1,manol-pipe-c10nidw.cnf,unknown,1000.0063549189944,unknown,1000.0056099430076,unknown,1000.00614725193,unknown,1000.0060468590818
099a345f923579d745e491b29c7da949,fclqcolor-14-09-12.shuffled-as.sat05-1284.cnf,unknown,1000.0064152039996,unknown,1000.0042030350304,unknown,1000.006330361939,unknown,1000.0048390579176
09a58f93975cf27590153ceb26fb1ad6,Schur_161_5_d43.cnf,unknown,1000.0049108790116,unknown,1000.0043125140364,unknown,1000.0052093269768,unknown,1000.0046529939864
09acbe0cb8dad715ae4ff3cbade44d76,Mat323.shuffled.cnf,unknown,1000.0059691900096,unknown,1000.0049327019952,unknown,1000.0074350859504,unknown,1000.0049090769608
09d8544494e54bc756438e69567b4ba7,mp1-klieber2017s-0300-034-t12.cnf,sat,573.4604581790045,unknown,1000.0044551550528,unknown,1000.0047526620328,unknown,1000.0051088359904
09dcc6149a23787a3aa96af8825bda60,test_v7_r7_vr10_c1_s32506.smt2-cvc4.cnf,sat,123.04255493101664,unknown,1000.0059955529867,sat,103.3602448119782,unknown,1000.0062308009948
09df54b3d75b42dbd0020c6b60a68fc6,shuffling-1-s1931574585-of-bench-sat04-328.used-as.sat04-449.cnf,unknown,1000.004821052018,unknown,1000.0047088610008,unknown,1000.0051820490044,unknown,1000.0048636209684
