c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,select
3.814163743036263,0.4778608353424495,0.1105000867756033,-1.1970816255091268,-0.34202553474438563,2.2140388117979093,-0.2838866905280249,-0.36327036826476555,0.39016566233996636,-0.34202553474438563,0.2809698701099104,-0.2914452057106484,-0.49671904783846355,0.2880021809942988,-0.37189958508280113,1.9469716299146227,-0.325513353233141,-0.4644023921502956,-0.5653549339942355,-0.07264783914079143,-0.3586535995192455,0.02250039840923076,-0.5333207178941091,-0.08426156493899284,-0.2994059854406413,-0.271004148162648,1.0544403916582594,-0.22250106276876958,-0.5980960103400106,1.0685751701607826,0.36059497798750423,1.2653142961369839,-0.24981743273684695,1.230292547477691,-0.1820988996470158,-0.3363728903340948,1.093593614354756,z3+''
3.4580372100269745,0.7412518853705742,-0.01926881010798543,-1.0710760492297873,-0.3426902417503578,0.6351537112228977,-0.2848364445384044,-0.4044681875193908,1.6887379570271321,-0.3426902417503578,-0.7965633704635278,-0.29188087119595063,-0.5000931816139407,-0.548953379154967,-0.37027107865077385,0.4653725404556799,-0.32649124722520595,-0.4942381678660266,-2.0319527777098876,5.386247095884729,-0.3586535995192455,-1.2819452300119725,-1.0256249941727376,0.14847583619940172,-0.2994059854406413,-0.4426142157147344,-0.2681326945905881,-0.9143578532583473,-0.7405622479035919,-0.6181028548221235,-1.2432730835563828,-1.6230184902444844,-0.253130865642901,1.3238822459539543,-0.1839121870774394,-0.38980876448665536,0.005150342191414411,z3+'sat.lookahead_simplify=true'
-0.5086336725374433,-0.3886321194128551,-0.29566039379382136,1.9648255611967334,-0.27333880599059546,-0.830547568939186,-0.20296644729308094,-0.3745543364783806,-1.708573495269749,-0.27333880599059546,-0.5943216933723446,-0.22847844772726267,-0.4313117021297594,0.10708925720819418,-0.2328602821252917,-0.9589681975062571,-0.16174749382436512,-0.40844257677594925,-0.05590404164931035,0.2549951625107091,-0.3586535995192455,0.07509212274149371,-1.1420265639415768,-0.3151883473650599,-0.2994059854406413,-1.9871048236835114,-1.577243290371348,-1.3455636156731559,0.4759882863735033,0.45140318838801297,0.8462136416206336,0.3263341260613626,-0.17939510496529484,-0.5905076729873475,-0.16403569524710848,-0.29604549272936453,-0.6974251166976773,z3+''
-0.26250000238516114,-0.38735281234222163,0.5211144704974762,-1.3441366527890122,-0.2296503831046967,-0.03955171408639314,-0.26204394580787044,-0.28387337332903095,-0.7353315275071518,-0.2296503831046967,1.2721791324448952,-0.23148609220364183,0.15648808678886533,-0.3479173553113494,-0.2500056304073307,-0.14467830990776295,-0.28013803171730167,-0.3501309114397445,-0.14455644092619252,-0.06332488348193088,-0.3586535995192455,-0.032323800996288767,0.52614908439939,-0.046241588800669586,-0.016336777816247545,0.6900122301290355,-0.7323015937389058,2.238950218391275,-0.5487428954726357,1.6675537507578095,0.9289850074032837,-0.20672406951578087,-0.1910351870749888,-0.07088341448110017,-0.1795963338543917,-0.2589186919849354,2.0560002927186187,z3+'sat.local_search=true'
-0.35261394407554,-0.41275619560194227,6.667039562639564,-1.484191851213991,2.1310077349528673,-0.830547568939186,2.5494746145268454,1.0280627243715172,-1.708573495269749,2.1310077349528673,-0.6658596210024346,1.6530180039965432,2.777679092919825,0.006015190432126916,-0.3280308974235657,-0.9589681975062571,-0.27233511804116595,-0.47762269347059894,-0.8778994427517063,-0.07075799311563981,-0.12788875873830746,1.245100159641621,-0.9011989661887267,-0.3151883473650599,0.12667214478566008,-1.8423088291864385,-1.577243290371348,-1.3455636156731559,-0.9522696341180139,-1.0390032032243297,-1.811261240550365,-1.94724973284161,-0.06417168812905628,-0.42059132211259176,-0.13149493738872595,-0.029040956141076383,1.4121557269092555,z3+''
0.40540978893216206,0.6058280940363802,-0.2518470496088334,0.1382912292738989,-0.3426252499040974,4.199707347016249,-0.2837307337485446,0.04146221290231434,-0.40304182683111206,-0.3426252499040974,0.9656028855851241,-0.29168495281756346,-0.2724980115506276,0.2573027128833364,-0.371034084145805,3.9315975702381443,-0.32546065270564384,-0.2550348739893382,0.025958587144413264,0.0034791782191568106,-0.3586535995192455,0.10518027974148024,-0.26383333842895096,-0.17430768979681296,-0.2994059854406413,0.07221598694152483,-0.013349847494807537,-0.35709332233633384,-0.23014801562515114,0.5791094321537185,0.28492665371482256,-1.038461546580435,-0.2523528964322967,3.5360731956073304,-0.1837254967421852,-0.1338265945585185,-0.8715008663126275,z3+''
0.2886877910037595,0.23749731258572618,-0.22129705628131766,-0.302700936378508,-0.3413655770755697,-0.007471046804485072,-0.28412286127596764,-0.4075197765817086,0.8264737619229474,-0.3413655770755697,-0.6238556714613473,-0.29074066006770255,-0.5013015319224755,0.16068899647772752,-0.36439739789818026,0.1185191205722878,-0.32424222339310416,-0.48269400155564407,-1.6823739740332275,2.822394561845815,-0.3586535995192455,-0.7851492602791682,-0.7261385677007289,-0.06989658924991222,-0.2994059854406413,-0.6632557311388453,0.47599741912426563,-0.5305187596411388,-0.2969115285182646,-0.17858611584095443,-0.43820115684926825,-0.8448885310677964,-0.25196243371404614,-0.23316391827009308,-0.18341198093587338,-0.39442298350038657,-0.29430744192680797,z3+''
-0.05723262572008522,-0.28241308091969236,-0.014630698098682792,-1.0773384281083282,-0.3305456773559175,0.7946306002498376,-0.2804777647220649,-0.10163740381080877,-0.8250726639616821,-0.3305456773559175,1.153529341558724,-0.2804748405293359,-0.3268421000796188,-0.5256763854939728,-0.3552590027899665,1.539710325681119,-0.32008904544420963,0.1500134064628869,1.528469542156022,-0.7804157184214499,-0.3586535995192455,-0.5560176177391035,2.1801623739191003,-0.21928972980048705,-0.2509972725704685,0.3929298836782104,-0.6143055978941379,1.1998528180767438,1.7493388055216523,-1.0236694754786668,0.7748183790054766,1.46240097404928,-0.23581601300413024,-0.47178940300603084,-0.1800764953769813,-0.37157290547275046,-0.9395416540326754,z3+''
0.32352034566237886,0.5182869387744653,-0.2520961813797598,0.14322273109009512,-0.34254255014433416,0.2696971468717183,-0.28484470143174073,-0.39865065453527126,0.5981976541767103,-0.34254255014433416,0.042217071466253954,-0.2915280487150288,-0.4970449852964103,1.0967866687405923,-0.37073677941998856,0.26911522457939613,-0.3265580849062386,-0.48143386325243326,-0.6970873470268346,0.7528266656718231,-0.3586535995192455,0.8725944090000318,-0.2959363055118244,-0.07087662378651212,-0.2994059854406413,1.1018763922540427,0.9261671673345059,0.30595385266799924,0.5281188545940081,-0.12965906694489573,0.3900617370522465,0.4632988076099372,-0.2511552973213556,0.04692568894162814,-0.18370187680618774,-0.38693621769946246,0.4403588950791931,z3+''
-0.42476261140281224,-0.3328177795026488,-0.2287011869227898,-0.21908353856723184,-0.3057537409623439,0.7881508800338497,-0.2764654445507351,-0.20555156412960818,0.5633066586580574,-0.3057537409623439,1.2149066854679655,-0.27256857681558394,-0.11280797320005989,1.7369836273807322,-0.30063007323468316,0.5560847633848157,-0.3159214238536231,-0.13727981485720547,0.6014698393668828,-0.4211605640159532,-0.3586535995192455,1.3988004967825864,-0.012024210677753333,-0.020891727728328126,-0.2994059854406413,0.8252512087372466,0.6827445043888515,1.3114072415576792,0.29384651289671465,-0.5686713702252085,-0.2151808102471385,-0.22201548682226094,-0.23745578308616844,0.5313316559631422,-0.18396877816188664,-0.2950703189048943,0.07797149147411464,z3+'sat.lookahead_simplify=true'
