c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,select
-0.6219289588696152,-0.37506768341534075,-0.2827028989546499,1.8167322435317943,-0.2938319425947198,-0.7066542782568781,-0.2273084762241171,-0.38739904947302656,-1.2889049052702126,-0.2938319425947198,-0.5168093526091686,-0.22383917714666757,-0.42404750836938576,-0.44696225556153363,-0.2655466812469127,-0.793264225274139,-0.2105062677981367,-0.3566346525104896,-0.14459107017681216,0.619961225804817,-0.46683286755361253,-0.003125829714141883,0.946655752885288,-0.2438030839874589,1.5054054722313635,-0.12485018089165274,-1.1100500004284477,-0.9336573965164778,1.3398193904821711,-0.5516313977382917,0.7994683937481947,0.458013838886668,-0.20676267424230196,-0.522519860134894,-0.16018545571962303,-0.39995006617435297,-0.6754339538813945,-0.2746204082497715,-0.1783138280672337,-0.18406149461961752,0.784985325289647,1.6698684997118936,-0.29118012175087554,0.22891753565199024,-0.22188013161330647,-0.2854793933848486,-0.45106099295674384,-0.44723604331102834,-0.4584687648882278,-0.32645850147807326,-0.4348847100082839,-0.4622618896430586,-0.30952588207111886,-0.16314876326408587,-0.35165902010872974,-0.3232764015196988,-0.2499070893913318,-0.38008373125052586,-0.41056739228151207,-0.3898560794099995,-0.3335291123174972,-0.39073868634184894,-0.43117102214190783,-0.4182313907616313,0.09874667931189604,0.10709656124198025,z3+''
-0.10889775904823179,-0.38636987511679893,0.36124888789370924,-1.3270718051004335,-0.2615148632327635,-0.19514377702520097,-0.2540852829103651,-0.334534711578598,-0.513026865215341,-0.2615148632327635,-0.4488623441739263,-0.20801408466135923,-0.02235808190799162,-0.4395507298983923,-0.2276292053548596,0.03944219489958835,-0.29250245582709006,-0.23917359200564414,-0.19497251748332461,-0.07949235080280426,-0.46683286755361253,-0.21639091028107166,2.107141395095,-0.2328751253555425,2.3882651304067064,0.933340733288026,-0.16533701187117772,-0.5159983129262378,-0.6738916451601943,1.7193095375211844,0.7976122622147647,-0.33519066221653165,-0.18905901386527796,-0.10413052904892041,-0.1540033480408066,-0.2740405206697011,2.1949500604664247,0.7450549317148679,0.600463041666061,-0.14960985901746005,-0.39669413178653307,-0.4103803086691217,1.6295130192010696,1.3165756685311725,-0.2228369862106796,-0.2941737276019093,-0.44282003180024704,-0.4271081549792788,-0.4511464861397888,-0.3180082356485957,-0.4260325418757634,1.940959519802465,-0.5273005544951898,0.09458463024712994,-0.4136084709409204,-0.33075946695890157,-0.27857819793052246,-0.37659751882625847,-0.39912982681622666,-0.386549044223851,-0.3306210364531146,-0.38671107938697846,1.826244156464412,-0.5686910051424394,0.8377108152075283,-0.35259145548099335,z3+'sat.local_search=true'
-0.3022806492271259,-0.41482021974460753,5.346010455412806,-1.4335411454905296,2.179060776557448,-0.7066542782568781,2.3645695721173574,1.2632890642335424,-1.2889049052702126,2.179060776557448,-0.30215238998377225,1.6729891497130576,3.9820029712718887,0.579835466086762,-0.31793816773661143,-0.793264225274139,-0.27217632719637225,-0.3861739346721403,-0.9766554173735882,0.023755688666466337,-0.27918436196833707,1.7134188874733776,-0.9244116746892732,-0.2438030839874589,-0.32583858437452307,-1.6129311539568263,-1.1100500004284477,-0.9336573965164783,-1.0719395487448722,-1.005382541449199,-1.8433977482081927,-1.9710483255292008,-0.02379071978521271,-0.3979905237029422,-0.09760562180930683,0.02250222872134985,1.6339306469830002,-0.2746204082497715,-0.3840776163914153,-0.39944618050648606,-0.5728885343405671,-0.5824681871137717,0.5078791238788629,0.14436862066008685,-0.22196696624855966,-0.2882369261133333,-0.5466030971142385,0.3173346580635171,-0.5466847898098978,-0.4278616914318042,-0.528717692213001,0.691375677052703,0.10077432847998197,0.017738379052519872,-0.26342971488593137,-0.32612948075452286,-0.2718122464307314,-0.41657658305724404,0.8141910521713879,-0.4262334664576327,-0.36857142648330754,-0.42856942309652535,0.8625511543533354,-0.17343370429987656,0.6885465983975166,-0.2501559370333587,z3+''
1.301328128065139,0.7092412045776594,-0.24145771846276484,-0.22402572046241997,-0.33047865930559484,3.24515424149667,-0.2675460781939164,0.10942226292220247,0.13556266496058145,-0.33047865930559484,0.7093090580130512,-0.2653380021020731,-0.17139844258173417,0.8511112020752595,-0.38390794171411174,2.965292540563475,-0.3551077736490292,-0.12734715261287116,-0.16612554414210443,0.09830747195169667,-0.46683286755361253,0.5363680609312967,-0.5372254097420446,-0.15959781986002144,-0.48102875866315753,-0.8422677498270288,0.6089860586565646,-0.3830904317612684,-0.4250008597780094,0.4898131725956681,0.008364144723988744,-1.1624875789731886,-0.2727305304200212,2.8364087430183327,-0.15990002501821954,-0.12222201704129977,-0.6528067776124055,-0.2706387583462944,-0.37254425063523444,-0.3965194819985779,-0.5708245114155445,-0.5804522699161789,-0.8695984323401038,-1.2464475190921753,-0.06701415257713983,-0.13777136364021825,1.5016623481939035,3.06939377640663,2.2793661271471577,-0.43250933763801686,2.3397388694489387,-0.4088319533917048,0.8938990921700393,0.022077131618004342,0.4024851709046214,0.5775430429458952,-0.23162828799572782,0.5187641615071961,3.031140317155065,0.731803985248446,-0.370170868208718,0.7331074971725486,-0.43296530337997513,1.147444890006559,0.565452887895738,0.28534846700769123,z3+''
1.0276428165425449,0.27851078152760417,-0.2155955306999494,-0.5686432783860539,-0.3290989794026185,-0.0667306108853386,-0.26731978453179583,-0.40314063952509777,1.3606031108742929,-0.3290989794026185,-0.22161868561103945,-0.2643405917652542,-0.4695599172517149,0.7490514975472212,-0.3734960256696349,0.028496875591805988,-0.3525068858864405,-0.3921832470482539,-1.6982509405057482,2.902587262036521,-0.46683286755361253,-0.383798660196518,-0.8091488946399814,-0.04810031611104856,-0.48102875866315753,-0.5860471894929656,1.1957032065767699,-0.2916342910112952,-0.4891609630102166,-0.2158877077705554,-0.6390919712991411,-1.0190080350106958,-0.2721902149744959,-0.2417822699256389,-0.1595214243201251,-0.4616278353469203,-0.04445227038066298,2.101072161528594,0.9838192990981667,-0.05232965388544806,-0.32808830409337436,-0.3433734618821799,-0.1914316484996051,-0.19517019684134812,-0.17755343642671392,-0.27482011311392446,1.497755383763048,-0.5860531957550482,1.3417657674065628,1.7877980090572159,1.396451833247555,-0.47054398291348803,-0.20112930551746638,-0.3254610090043944,-0.34442205142444005,0.03161812866887798,-0.23052513928200177,0.3661393508749,-0.6452585664749361,0.3530765643651817,0.40875725206616204,0.35839620726406196,-0.4663536014058056,1.1721852532920216,-0.4003174376295877,-0.22980075171805017,z3+''
0.4462905855455397,-0.1803582015515988,-0.13116543860125834,-0.9897514057868232,-0.3249942543453154,0.02297327781387176,-0.2664892158997482,-0.39381286477231614,-0.33744982504234317,-0.3249942543453154,1.5366144975552294,-0.2592862203606215,-0.3298260591853205,-0.61424054311855,-0.37114313719343206,-0.06998354999731526,-0.3491898648913659,-0.39661540718199095,1.0040820959347874,-0.4733104366016467,-0.46683286755361253,-0.3219392929901917,1.08720944519443,-0.1514267977698462,-0.48102875866315753,0.7591107522608633,-0.015008802869135357,1.468124760390797,1.5070752238039309,-0.9976806549167638,0.5854244336576439,1.1821664551061806,-0.25947714741086664,-0.18892706179065868,-0.15713625308127047,-0.45626249428614934,-0.6565846688807685,-0.2746204082497715,-0.3840776163914153,-0.39944618050648606,-0.5728885343405671,-0.5824681871137717,-0.713728851880889,-0.6727293655301774,-0.21711136593356803,-0.2973461385895397,0.4588166365666914,-0.5867750670240739,0.3804551717186415,0.6808131853956537,0.4301491599016184,-0.05187256175812939,-0.21549994434309414,0.08181616675283115,-0.41079580967878615,-0.26926741678979316,-0.13650512737066722,-0.0374880514162819,0.09158551214465885,-0.044199010388219814,0.012241107957594222,-0.041343783006834035,0.028887857765428175,-0.402385486842061,0.827975144226271,-0.30981918766259664,z3+''
1.839341339603493,1.85407527778571,-0.2656896021064235,0.4863207988173691,-0.33204411784989757,0.2988895591080893,-0.2680459274426918,-0.4043334775634492,0.6089808950497871,-0.33204411784989757,0.8853349254174475,-0.2666155843843039,-0.47049141142918677,0.7261741828085733,-0.3876974990165044,0.5872152042347603,-0.35625685487699377,-0.40635212361305934,-1.1163297852484872,1.7403517732706242,-0.46683286755361253,0.5529356911716694,-0.33146604639206095,-0.05511446449239408,-0.48102875866315753,0.9512761725114102,0.9366130993037088,0.7652002212714829,0.8828240319094212,-0.3446680873647623,0.54243015634244,0.6800652226198001,-0.2729643235920474,0.029805088220174903,-0.16000617269024514,-0.46524340371896816,0.28020820305131006,-0.2746204082497715,-0.3840776163914153,-0.3990424546022608,-0.5726038109502025,-0.582190099708717,-0.9856850303893144,-1.410406511746522,0.3922134738372442,-0.3398002578351069,6.676499754088205,-0.6518490509646826,6.1144967916271895,7.645522282051072,6.234338761032653,-0.32767744985931246,-0.7504233797033137,-0.01235929181390268,-0.41411353410296076,1.2333862173321775,-0.28106414155909604,2.373841747913978,-0.7121341272920486,2.3515323057685573,2.415765809869815,2.3496163171309257,-0.42526018889826933,0.29537594215993224,0.12853777981387002,-0.2895436045537334,z3+''
-0.1839630659564731,0.1551609996823793,-0.27646115255326337,1.1589065961156415,-0.3296536287238043,0.6117209436340827,-0.2676389288788741,-0.37283206235945215,-0.8783802938969412,-0.3296536287238043,-0.366222152793501,-0.26536561206303205,-0.469917246551803,0.010577193049545852,-0.38255893129891805,1.2235890849125601,-0.3536165825011248,-0.33631561414917127,1.0009120518753098,-0.5282412158114247,-0.46683286755361253,-0.3725300792504736,-0.44908091101892167,-0.1941941330132577,-0.48102875866315753,0.9512761725114102,-0.6947607867025004,-0.5569067166246263,0.8037856230818781,0.05332083245827399,0.7993453438300475,0.30988193687633864,-0.26969977394450834,0.35007800192111577,-0.15899010335839345,-0.4159686545355097,-1.4191123244740558,-0.26288018732442003,-0.361406233878651,-0.392254838580045,-0.5678169171043731,-0.5775147729427834,-0.4251226919512424,0.43197303607479515,-0.20140873697464204,0.09732455258702102,0.4152471671794392,0.5881016799682811,0.40852390692099105,0.6829257518530231,0.44926984306786266,-0.4954637347966332,2.1122875509102768,-0.43905630588802647,0.39858808735376844,-0.22047735294936824,-0.17877402503734832,-0.0208717520500134,-0.6272550142233305,-0.03384655241418981,0.021692354516837677,-0.027966374192442772,-0.49364439928961207,1.8062550850238623,-1.1888438443270948,-0.19524542652277818,z3+'sat.lookahead_simplify=true'
-0.607236846944053,-0.4074543086012434,-0.14247356890914656,-0.9583508206001145,-0.2957632049103396,0.7652688140041293,-0.2681177413762358,-0.03821918750956183,-0.24440512008127868,-0.2957632049103396,0.1943871937742259,-0.25255233996259974,-0.3192487008133475,0.07351341133072077,-0.022521424703099664,-0.0396132685246679,-0.35049865527569884,0.4287819431993024,-0.20088583867439752,-0.09998956666878811,-0.46683286755361253,0.06234525578458036,-0.28764406651696367,0.07699876378729344,-0.48102875866315753,0.9512761725114102,0.02204834945454177,2.123105804539479,-0.7649385732043623,1.6485643574557374,0.6532289423471983,-0.24865716294638493,-0.2297393538444727,0.8529321936394658,-0.16018545571962303,0.09659949707597633,-0.34557858486192095,0.33030227996142686,0.09692864202874951,0.12366724111114095,-0.20396836996821893,-0.22214636370726865,-0.900691624216167,-1.1272764143072027,-0.22182627599850926,0.03731246042310129,-0.4904839518040132,-0.3820565325491026,-0.4950801586304229,-0.3682873173339873,-0.4734801630660732,-0.2119723767787661,0.18682364484056385,0.02128753866278815,-0.3086406188464533,-0.3133471672741287,-0.29303214044301273,-0.3950817350167314,-0.3335118679879556,-0.4048096298169317,-0.3480694916394102,-0.40612989863367543,-0.04809036281339632,0.050587622609227674,0.7932211556384091,-0.3324134318471226,z3+''
-0.6408606396238821,-0.4108449661116808,-0.25679126601970864,0.14649438175883703,0.07539334504877077,-0.2901854523596457,-0.13525036646235605,0.4328025788952487,0.061564065310334815,0.07539334504877077,-0.5416812257395083,0.02044931949435696,-0.03349871429381681,0.27606482281607153,0.12466862029785324,-0.2171129882853459,-0.03964843615491979,0.9771789046626363,-0.4561566765900599,0.17290692323699886,-0.46683286755361253,0.5765673359558703,-1.0662719169835853,0.8368293618736931,-0.48102875866315753,-1.2009765342947165,-0.9133589193611181,-0.7173879081606188,-1.0065042286883248,0.8494864749607638,-0.23855655089617442,-0.6434967411267769,0.1214203406450715,-0.3152522058062926,-0.09384494405428205,0.9655068845843611,0.30127932641018906,-0.2746204082497715,-0.3840776163914153,-0.2253979494867944,-0.45014287471297737,-0.4625833335235835,0.39994425409679263,1.277069531858077,-0.22263497993265097,-0.2833253298805692,-0.5399451685469946,-0.1590883631936283,-0.5404085508826644,-0.42067896547674827,-0.5223441311575863,-0.43325066058896533,-0.2770003039565492,-0.29470225516227955,-0.20334105656159054,-0.32924608573507275,-0.2700146223175832,-0.41405006769866975,0.024135637474735707,-0.42364535196412517,-0.36609956199858235,-0.4261240903024968,-0.39613174236108745,-0.3618372889565609,-0.2687224487764303,-0.1392321597954971,z3+''
